model,id,category,text,intelligibility_1to5,naturalness_1to5,code_switch_handling_1to5,speaker_quality_1to5,roman_treated_as_english,silence_or_skip,end_of_clip_pop,notes
springlab_f5,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",5,3,5,4,FALSE,FALSE,FALSE,CER=0.0256 -> 5; UTMOS=2.97 vs SQUIM_MOS=4.44 diff=1.47>0.7 -> drop one rank from mean 3.7 to 3; PESQ=3.80 -> 4; end_pop_db=-73.27 silent tail.
kokoro,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,5,FALSE,FALSE,FALSE,"CER=0.0 (perfect Devanagari) + UTMOS=4.18, SQUIM_MOS=4.42 (mean=4.30) + PESQ=4.01; silence_mid=0.4 and end_pop=2.39 below thresholds."
indicf5,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,4,FALSE,FALSE,FALSE,"CER=0.0 + UTMOS=4.14, SQUIM_MOS=4.47 (mean=4.30) + PESQ=3.79; end_pop=9.59 but terminal_sample_abs=0.0 (<0.005) so no pop flag."
indic_parler,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,3,5,4,FALSE,FALSE,FALSE,"CER=0.0488 (still <=0.05 anchor, hu->ho is schwa-level) + UTMOS=3.48 vs SQUIM_MOS=4.45 disagree by 0.97>0.7 so naturalness dropped to 3; PESQ=3.90."
springlab_f5,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,4,FALSE,FALSE,FALSE,"CER=0.0 + UTMOS=3.64, SQUIM_MOS=4.33 (mean=3.98, disagree=0.70 not >0.7) -> 4; PESQ=3.94; end_pop=-68.92 clean."
kokoro,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,5,4,5,4,FALSE,FALSE,FALSE,"CER=0.0 (perfect rendering of Devanagari question) + UTMOS=4.33, SQUIM_MOS=4.46 (mean=4.39) + PESQ=3.82; no DSP flags."
indicf5,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,5,4,5,5,FALSE,FALSE,FALSE,"CER=0.0294 (he->hain trivial) + UTMOS=3.99, SQUIM_MOS=4.45 (mean=4.22) + PESQ=4.16; clean DSP."
indic_parler,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,5,4,5,5,FALSE,FALSE,FALSE,"CER=0.0 + UTMOS=3.80, SQUIM_MOS=4.44 (mean=4.12, diff=0.64<0.7) -> 4; PESQ=4.00 -> 5; end_pop=11.79 but terminal=0.0043<0.005 so no pop flag."
springlab_f5,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,5,4,5,5,FALSE,FALSE,FALSE,"CER=0.0 + UTMOS=3.95, SQUIM_MOS=4.45 (mean=4.20, diff=0.50<0.7) + PESQ=4.21; end_pop=-68.67 very clean."
kokoro,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",5,4,5,5,FALSE,FALSE,FALSE,"CER=0.0 + UTMOS=4.40, SQUIM_MOS=4.46 (mean=4.43) + PESQ=4.00; end_pop=-18.9 clean, no flags."
indicf5,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",5,4,5,4,FALSE,FALSE,FALSE,CER=0.0345 (clean Devanagari) + UTMOS=4.254 + SQUIM_MOS=4.45 (mean=4.35); SQUIM_PESQ=3.884 -> rank 4; end_pop_db=13.62 but terminal=0.0007 (<0.005) so no pop flag.
indic_parler,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",3,3,3,4,FALSE,FALSE,FALSE,"CER=0.2069 (yaar dropped, 1 of 7 words ~14% so under 20% skip threshold) -> 3; UTMOS=3.52 vs SQUIM_MOS=4.48 disagree by 0.96>0.7 so naturalness 4->3; PESQ=3.56; end_pop=7.46 but terminal=0.0001<0.005 so no pop flag."
springlab_f5,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",5,4,5,4,FALSE,FALSE,FALSE,"CER=0.0 (perfect Devanagari) + UTMOS=3.985 + SQUIM_MOS=4.443 (mean=4.21, disagree<0.7); SQUIM_PESQ=3.429 -> rank 4; end_pop_db=-68.22 (silent tail)."
kokoro,09,pure_roman,kal mujhe office jaana hai,1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=1.0 and WER_en_forced=0.6 (gap=0.4 but en_forced>0.30) -> not anglicized, just garbled; UTMOS=4.401 + SQUIM_MOS=4.45 (mean=4.43) -> rank 4 naturalness; SQUIM_PESQ=3.842 -> rank 4."
indicf5,09,pure_roman,kal mujhe office jaana hai,1,3,1,4,FALSE,TRUE,FALSE,"duration=0.779s (severely truncated, transcript='Ranai.') -> >20% words missing, silence_or_skip=TRUE; WER_rom=WER_en=1.0; UTMOS=3.293 + SQUIM_MOS=3.859 (mean=3.58) -> rank 4 minus 1 for truncation = 3; SQUIM_PESQ=3.522 -> rank 4."
indic_parler,09,pure_roman,kal mujhe office jaana hai,1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=0.8 and WER_en_forced=0.8 (no gap) -> not clearly anglicized; UTMOS=3.965 + SQUIM_MOS=4.429 (mean=4.20, disagree<0.7) -> rank 4; SQUIM_PESQ=3.761 -> rank 4; end_pop_db=11.51 but terminal=0.0007 so no pop flag."
springlab_f5,09,pure_roman,kal mujhe office jaana hai,1,3,1,3,FALSE,TRUE,FALSE,"duration=0.779s (truncated, transcript='Ava.') -> silence_or_skip=TRUE; WER_rom=WER_en=1.0; UTMOS=3.59 + SQUIM_MOS=4.608 (disagree>0.7, mean=4.10 -> rank 4 minus 1 uncertainty minus 1 truncation = 3, but floor at sensible = 3); SQUIM_PESQ=3.094 -> rank 3."
kokoro,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,4,1,4,FALSE,FALSE,FALSE,WER_rom=1.0 and WER_en_forced=1.0 (no anglicization gap); UTMOS=4.398 + SQUIM_MOS=4.458 (mean=4.43) -> rank 4; SQUIM_PESQ=3.92 -> rank 4; silence_mid_clip=0.42 (under 0.5).
indicf5,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,3,1,4,FALSE,TRUE,FALSE,"duration=1.291s vs expected ~4s (severe truncation, transcript='Or when a muruho.') -> silence_or_skip=TRUE; WER_rom=WER_en=1.0; UTMOS=3.27 + SQUIM_MOS=4.365 (disagree>0.7, mean=3.82 -> rank 4 minus 1 uncertainty minus 1 truncation = 2, but applying truncation already counted in skip flag, settling at rank 3); SQUIM_PESQ=3.804 -> rank 4."
indic_parler,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,4,1,3,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en_forced=1.0 (no gap, garbled both ways); UTMOS=3.154 + SQUIM_MOS=4.389 (disagree>0.7, mean=3.77 -> rank 4 minus 1 uncertainty = 3, but rounded mean=4 -> 3 after penalty; using mean rank 4 then -1 = 3... using anchor rank 4 then -1 = 3, actually 4-1=3); SQUIM_PESQ=3.23 -> rank 3."
springlab_f5,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,3,1,4,FALSE,TRUE,FALSE,"duration=1.291s (truncated, transcript_roman empty, en_forced='Or agahava.') -> silence_or_skip=TRUE; WER_rom=WER_en=1.0; UTMOS=4.108 + SQUIM_MOS=4.445 (mean=4.28) -> rank 4 minus 1 truncation = 3; SQUIM_PESQ=3.938 -> rank 4."
kokoro,11,pure_roman,yaar tu kal kya kar raha tha,1,4,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0 (transcript is Devanagari garble of Roman input) -> intel=1; UTMOS=4.31 + SQUIM_MOS=4.46 -> nat=4; PESQ=4.02 -> spk=5; wer_en_forced=1.0 so not anglicized; silence=0.38<0.5, end_pop=-8.69 -> no DSP flags."
indicf5,11,pure_roman,yaar tu kal kya kar raha tha,1,3,1,2,FALSE,TRUE,FALSE,duration=0.83s with empty transcript_hi -> skip flagged (>20% words missing); WER_rom=1.0 -> intel=1; UTMOS=2.93 vs SQUIM_MOS=4.57 diff 1.64>0.7 -> mean 3.75 dropped 1 = nat=3; PESQ=2.94 -> spk=2; wer_en_forced=1.0 -> not anglicized; end_pop=10.97 but terminal=0.0029<0.005 -> no pop.
indic_parler,11,pure_roman,yaar tu kal kya kar raha tha,1,3,1,4,FALSE,FALSE,FALSE,WER_rom=0.71 -> intel=1; UTMOS=3.29 vs SQUIM_MOS=4.44 disagree by 1.15>0.7 -> mean=3.86 dropped 1 = nat=3; PESQ=3.64 -> spk=4; wer_en_forced=0.71 not <0.30 so anglicization=FALSE; end_pop=23.4 but terminal=0.0019<0.005 -> no pop.
springlab_f5,11,pure_roman,yaar tu kal kya kar raha tha,1,3,1,4,FALSE,TRUE,FALSE,duration=0.83s with near-empty transcripts ('Or vava.') -> skip flagged; WER_rom=1.0 -> intel=1; UTMOS=3.45 vs SQUIM_MOS=4.44 diff 0.98>0.7 -> mean 3.94 dropped 1 = nat=3; PESQ=3.67 -> spk=4; wer_en_forced=1.0 -> not anglicized; end_pop=-70.65 -> no pop.
kokoro,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=1.0 (Devanagari garble of Roman input) -> intel=1; UTMOS=4.24 + SQUIM_MOS=4.45 mean=4.34 -> nat=4; PESQ=3.82 -> spk=4; wer_en_forced=1.0 -> not anglicized; silence=0.4<0.5, end_pop=1.91 -> no flags."
indicf5,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,2,1,4,FALSE,TRUE,FALSE,duration=1.08s with empty transcript_hi ('Heo rawai.') -> skip flagged; WER_rom=1.0 -> intel=1; UTMOS=3.08 vs SQUIM_MOS=4.39 diff 1.31>0.7 -> mean 3.73 dropped 1 + drop 1 for skip = nat=2; PESQ=3.78 -> spk=4; wer_en_forced=1.0 -> not anglicized; end_pop=9.36 but terminal=0.0003<0.005 -> no pop.
indic_parler,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,3,1,5,FALSE,FALSE,FALSE,WER_rom=1.0 -> intel=1; UTMOS=3.60 vs SQUIM_MOS=4.46 diff 0.86>0.7 -> mean 4.03 dropped 1 = nat=3; PESQ=4.10 -> spk=5; wer_en_forced=1.0 not <0.30 -> anglicization=FALSE; end_pop=14.57 but terminal=0.0012<0.005 -> no pop.
springlab_f5,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,2,1,3,FALSE,TRUE,FALSE,duration=1.08s with empty/Thai transcript ('Or.') -> skip flagged; WER_rom=1.0 -> intel=1; UTMOS=3.23 vs SQUIM_MOS=4.23 diff 1.0>0.7 -> mean 3.73 dropped 1 + drop 1 for skip = nat=2; PESQ=3.23 -> spk=3; wer_en_forced=1.0 -> not anglicized; end_pop=-70.09 -> no pop.
kokoro,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,4,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0 (Devanagari rendering of Roman input with reply/wait re-anglicized) -> intel=1; UTMOS=4.49 + SQUIM_MOS=4.45 mean=4.47 -> nat=4; PESQ=4.15 -> spk=5; wer_en_forced=0.8 not <0.30 so anglicization=FALSE; silence=0.42<0.5, end_pop=2.37 -> no flags."
indicf5,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,3,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, transcript empty + duration 1.39s for long sentence -> skip; UTMOS=3.735, SQUIM_MOS=4.317, PESQ=3.607; end_pop_db=11.62 but terminal=0.0 so no pop."
indic_parler,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,3,1,4,FALSE,FALSE,FALSE,WER_rom=1.0 -> intel=1; UTMOS=2.66 vs SQUIM_MOS=4.42 diff 1.76>0.7 -> mean 3.54 dropped 1 = nat=3; PESQ=3.84 -> spk=4; wer_en_forced=1.0 -> not anglicized; end_pop=12.89 but terminal=0.0025<0.005 -> no pop.
springlab_f5,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,2,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, transcript 'A hut of agraha' garbled + duration 1.39s skip; UTMOS=3.349 vs SQUIM_MOS=4.448 (diff=1.1>0.7 uncertainty drop) plus skip drop; PESQ=3.834."
kokoro,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",2,4,2,4,FALSE,FALSE,FALSE,"WER_rom=1.1 (Roman rendered as Devanagari transcript) + WER_en=0.8; +1 adjust for phonetic ASR confusion since transcript_hi covers most words; UTMOS=4.39, SQUIM_MOS=4.463, PESQ=3.817."
indicf5,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,3,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, transcript 'Haluas hassa village' + duration 1.66s for long sentence -> skip; UTMOS=4.206, SQUIM_MOS=4.481, PESQ=3.761; end_pop_db=8.81 but terminal=0.0004."
indic_parler,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,3,1,3,FALSE,FALSE,FALSE,"WER_rom=0.9, WER_en=0.9 -> mostly wrong; UTMOS=3.0 vs SQUIM_MOS=4.476 (diff=1.48>0.7 uncertainty drop); PESQ=3.276; end_pop_db=9.77 but terminal=0.0023<0.005."
springlab_f5,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,3,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, transcript empty + duration 1.66s skip; UTMOS=3.842, SQUIM_MOS=4.297 (mean=4.07, diff=0.45); PESQ=3.857; end_pop_db=-68.15 -> no pop."
kokoro,15,pure_roman,tera laptop kab tak deliver hoga bhai?,2,4,2,5,FALSE,FALSE,FALSE,"WER_rom=0.5714, WER_en=0.5714; +1 adjust since transcript 'Terra laptop cab Tac deliver Hoga buy' covers all expected words phonetically; UTMOS=4.268, SQUIM_MOS=4.448, PESQ=4.153."
indicf5,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,3,1,5,FALSE,TRUE,FALSE,"WER_rom=1.0, transcript 'Chaivrahangarai' + duration 1.14s for long sentence -> severe skip; UTMOS=4.02, SQUIM_MOS=4.238, PESQ=4.079; end_pop_db=8.05 but terminal=0.0016<0.005."
indic_parler,15,pure_roman,tera laptop kab tak deliver hoga bhai?,2,3,2,5,FALSE,FALSE,FALSE,WER_rom=1.0 but transcript 'Karen laptop cab dag dag deliver hook up high' has key words; UTMOS=3.724 vs SQUIM_MOS=4.448 (diff=0.72>0.7 uncertainty drop); PESQ=4.087.
springlab_f5,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,1,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0, transcript 'Oh' + duration 1.14s severe skip; UTMOS=2.527 vs SQUIM_MOS=3.746 (diff=1.22>0.7 uncertainty drop) plus skip drop; PESQ=3.671."
kokoro,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,4,1,4,FALSE,FALSE,FALSE,WER_rom=1.0 (Roman fully misrendered to Devanagari mush) → intel=1; UTMOS=4.42 + SQUIM_MOS=4.44 mean=4.43 → nat=4; PESQ=3.96 → speaker=4; wer_en_forced=0.67 not <0.30 so anglicization=FALSE.
indicf5,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,3,1,5,FALSE,TRUE,FALSE,"duration=1.45s with empty transcript_roman (skip) → silence_or_skip=TRUE, intel=1, WER_rom=1.0; UTMOS=4.15 + SQUIM_MOS=4.26 mean=4.20→4 minus 1 for skip=3; PESQ=4.06 → speaker=5; terminal=0.0 so no pop."
indic_parler,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,3,1,4,FALSE,FALSE,TRUE,WER_rom=0.67 (>0.5) → intel=1; UTMOS=3.20 vs SQUIM_MOS=4.44 disagree by 1.24>0.7 → nat dropped from 4 to 3; PESQ=3.50 → speaker=4; end_pop_db=7.25 + terminal=0.0058 → pop=TRUE.
springlab_f5,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,2,1,3,FALSE,TRUE,FALSE,"duration=1.45s with empty transcript (skip) → silence_or_skip=TRUE, WER_rom=1.0 → intel=1; UTMOS=3.73 vs SQUIM_MOS=4.47 disagree by 0.74>0.7 mean=4.10→4 minus 1 disagree minus 1 skip → nat=2; PESQ=3.40 → speaker=3."
kokoro,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,4,2,4,FALSE,FALSE,FALSE,CER=0.558 (>0.5) on Devanagari-leaning mixed → intel=1; English tokens rendered as Devanagari transliteration ('विल बी इन इशू') so code_switch=2; UTMOS=4.38 + SQUIM_MOS=4.46 mean=4.42 → nat=4; PESQ=3.56 → speaker=4; wer_en=0.55 not <0.30 → no anglicization.
indicf5,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,3,2,4,FALSE,TRUE,FALSE,"Transcript 'ऑफिस जाना है। आर ट्रैफिक ओइन।' missing 'Kal mujhe', 'but', 'will be an issue' (>20% missed) → skip=TRUE, CER=0.635 → intel=1; UTMOS=4.10 + SQUIM_MOS=4.44 mean=4.27→4 minus 1 for skip → nat=3; PESQ=3.90 → speaker=4."
indic_parler,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,4,2,4,FALSE,FALSE,TRUE,"CER=0.519 → intel=1; WER_rom=0.55 with detected_lang=en, English chunks rendered but Hindi 'mujhe' dropped → code_switch=2; UTMOS=3.81 + SQUIM_MOS=4.46 mean=4.14 → nat=4; PESQ=3.64 → speaker=4; end_pop_db=15.04 + terminal=0.0073 → pop=TRUE."
springlab_f5,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,3,1,4,FALSE,TRUE,FALSE,"Transcript 'जाना और ट्रैफिक और होगा।' missing >50% of source tokens → skip=TRUE, CER=0.731 → intel=1; severe content loss on mixed input → code_switch=1; UTMOS=4.14 + SQUIM_MOS=4.45 mean=4.29→4 minus 1 skip → nat=3; PESQ=3.69 → speaker=4."
kokoro,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",1,4,2,4,FALSE,FALSE,FALSE,"CER=0.667 (>0.5) → intel=1, but transcript covers all source words ('मीर प्रेजेंटेशन तमारु है और मैं नर्वस हूँ') so content present → code_switch=2; UTMOS=4.45 + SQUIM_MOS=4.47 mean=4.46 → nat=4; PESQ=3.97 → speaker=4; wer_en=0.625=wer_rom → no anglicization."
indicf5,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",1,3,1,3,FALSE,TRUE,FALSE,"CER=0.71, WER_rom=0.625 (transcript drops 'presentation', 'tomorrow', 'nervous'); UTMOS=2.98 vs SQUIM_MOS=4.44 disagree>0.7 so naturalness mean rounded then -1; PESQ=3.04; transcript missing >20% of expected words so silence_or_skip=TRUE."
indic_parler,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",2,4,3,4,FALSE,FALSE,FALSE,CER=0.458 (0.30<CER≤0.50) → intel=2; full content present in transcript with reasonable mixed handling → code_switch=3; UTMOS=3.98 + SQUIM_MOS=4.47 mean=4.23 → nat=4; PESQ=3.78 → speaker=4; end_pop_db=8.29 but terminal=0.0023<0.005 → no pop.
springlab_f5,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",1,3,1,4,FALSE,TRUE,FALSE,"CER=0.67, WER_rom=0.625 (English content words 'presentation/tomorrow/nervous' missing); UTMOS=3.23 vs SQUIM_MOS=4.47 disagree>0.7 → -1 penalty; PESQ=3.62; WER_en=1.0 not better than WER_rom; end_pop_db=-74 clean."
kokoro,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",2,4,2,5,FALSE,FALSE,FALSE,"CER=0.37, WER_rom=0.4 → ~half clear; UTMOS=4.42 + SQUIM_MOS=4.46 mean=4.44; PESQ=4.02 ≥4.0 → speaker=5; WER_en=0.8 not better than WER_rom=0.4 so FALSE; silence_mid=0.42<0.5."
indicf5,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",2,3,2,5,FALSE,FALSE,FALSE,"CER=0.45, WER_rom=0.4 → half-intelligible; UTMOS=3.65 vs SQUIM_MOS=4.46 disagree>0.7 → mean 4.05 -1 = 3; PESQ=4.05 ≥4.0; WER_en=1.0 not better; end_pop=8.3 but terminal=0.0027<0.005 → no pop."
