model,id,category,text,intelligibility_1to5,naturalness_1to5,code_switch_handling_1to5,speaker_quality_1to5,roman_treated_as_english,silence_or_skip,end_of_clip_pop,notes
indicf5,04,pure_devanagari,"मेरे पास सिर्फ़ तीन सौ रुपये हैं, बस इतने में चला लो।",3,4,3,5,FALSE,FALSE,FALSE,CER=0.1765 (numerals rendered numerically by ASR) → 3; UTMOS=4.044 + SQUIM_MOS=4.457 mean=4.25 → 4; PESQ=4.173 → 5; end_pop_db=2.97 no pop.
indic_parler,04,pure_devanagari,"मेरे पास सिर्फ़ तीन सौ रुपये हैं, बस इतने में चला लो।",3,4,3,4,FALSE,FALSE,FALSE,CER=0.1373 → 3; UTMOS=3.948 + SQUIM_MOS=4.457 mean=4.20 → 4 (disagreement 0.51 within 0.7); PESQ=3.945 → 4; end_pop_db=6.18 but terminal=0.0034 (<0.005) so no pop.
springlab_f5,04,pure_devanagari,"मेरे पास सिर्फ़ तीन सौ रुपये हैं, बस इतने में चला लो।",3,4,3,5,FALSE,FALSE,FALSE,CER=0.1961 → 3; UTMOS=3.96 + SQUIM_MOS=4.147 mean=4.05 → 4; PESQ=4.07 → 5; end_pop_db=-73.93 no pop.
kokoro,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",4,4,4,4,FALSE,FALSE,FALSE,CER=0.0769 (one minor slur on 'इंतज़ार'→'इंसार') → 4; UTMOS=4.378 + SQUIM_MOS=4.446 mean=4.41 → 4; PESQ=3.806 → 4; end_pop_db=2.41 no pop.
indicf5,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",5,4,5,5,FALSE,FALSE,FALSE,CER=0.0256 → 5; UTMOS=3.828 + SQUIM_MOS=4.45 mean=4.14 → 4 (disagreement 0.62 within 0.7); PESQ=4.213 → 5; end_pop_db=-29.0 no pop.
indic_parler,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",4,3,4,4,FALSE,FALSE,FALSE,CER=0.0513 → 4; UTMOS=3.49 vs SQUIM_MOS=4.471 disagree by 0.98 (>0.7) → drop one rank from mean 3.98 → 3; PESQ=3.766 → 4; end_pop_db=11.4 but terminal=0.0017 (<0.005) so no pop flag.
springlab_f5,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",4,3,4,4,FALSE,FALSE,FALSE,CER=0.0513 → 4; UTMOS=2.969 vs SQUIM_MOS=4.439 disagree by 1.47 (>0.7) → drop one rank from mean 3.70 → 3; PESQ=3.796 → 4; end_pop_db=-73.27 no pop.
kokoro,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,5,FALSE,FALSE,FALSE,CER=0.0244 (clean Devanagari) + UTMOS=4.177 + SQUIM_MOS=4.416 (mean~4.3) + PESQ=4.007 → strong baseline; end_pop_db=2.39 below threshold.
indicf5,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,4,FALSE,FALSE,FALSE,CER=0.0244 + UTMOS=4.14 + SQUIM_MOS=4.467 (mean~4.3) → strong; PESQ=3.793 → speaker_quality 4; end_pop_db=9.59 but terminal=0.0 so pop=FALSE.
indic_parler,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,4,FALSE,FALSE,FALSE,CER=0.0488 (just inside 5 anchor) + UTMOS=3.476 vs SQUIM_MOS=4.447 disagree by 0.97 → naturalness dropped one rank to 4; PESQ=3.902 → speaker_quality 4.
springlab_f5,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,4,FALSE,FALSE,FALSE,"CER=0.0244 + UTMOS=3.636 vs SQUIM_MOS=4.333 disagree by 0.70 (borderline, mean~4.0) → naturalness=4; PESQ=3.942 → speaker_quality 4."
kokoro,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,5,4,5,4,FALSE,FALSE,FALSE,CER=0.0 (perfect Devanagari) + UTMOS=4.327 + SQUIM_MOS=4.456 → strong; PESQ=3.82 → speaker_quality 4; end_pop_db=1.81 below threshold.
indicf5,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,5,4,5,5,FALSE,FALSE,FALSE,CER=0.0 + UTMOS=3.989 + SQUIM_MOS=4.453 (mean~4.2) → strong; PESQ=4.158 ≥ 4.0 → speaker_quality 5.
indic_parler,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,4,4,4,4,FALSE,FALSE,FALSE,CER=0.1471 (within 4 anchor 0.05-0.15) + UTMOS=3.798 vs SQUIM_MOS=4.435 disagree by 0.64 (mean~4.1) → naturalness=4; PESQ=4.005 → speaker_quality 4; end_pop_db=11.79 but terminal=0.0043<0.005 → pop=FALSE.
springlab_f5,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,5,4,5,5,FALSE,FALSE,FALSE,CER=0.0 + UTMOS=3.953 + SQUIM_MOS=4.452 (mean~4.2) → strong; PESQ=4.206 ≥ 4.0 → speaker_quality 5.
kokoro,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",4,4,4,5,FALSE,FALSE,FALSE,CER=0.069 (within 4 anchor 0.05-0.15) + UTMOS=4.395 + SQUIM_MOS=4.459 (mean~4.4) → naturalness=4; PESQ=4.0 → speaker_quality 5.
indicf5,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",4,4,4,4,FALSE,FALSE,FALSE,CER=0.069 (clean Devanagari) + UTMOS=4.254 + SQUIM_MOS=4.45 (mean 4.35) + PESQ=3.884 -> strong; end_pop_db=13.62 but terminal=0.0007 below threshold.
indic_parler,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",3,4,3,4,FALSE,FALSE,FALSE,CER=0.2069 (within 3 anchor 0.15-0.30) — transcript dropped 'यार' → mild skip but <20%; UTMOS=3.518 vs SQUIM_MOS=4.476 disagree by 0.96 (mean~4.0) → naturalness dropped one rank to 4; PESQ=3.556 → speaker_quality 4.
springlab_f5,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",4,4,4,4,FALSE,FALSE,FALSE,CER=0.069 (clean Devanagari) + UTMOS=3.985 + SQUIM_MOS=4.443 (disagreement 0.46 ok) + PESQ=3.429 -> good; end_pop_db=-68.22 silent tail.
kokoro,09,pure_roman,kal mujhe office jaana hai,1,4,1,4,FALSE,FALSE,FALSE,WER_rom=1.0 on pure_roman -> 1; wer_en_forced=0.4 not <0.30 so roman_treated_as_english=FALSE; UTMOS=4.401+SQUIM_MOS=4.45 mean=4.4; PESQ=3.842.
indicf5,09,pure_roman,kal mujhe office jaana hai,1,3,1,4,FALSE,TRUE,FALSE,duration=0.779s (truncated; only 'rahna hai' transcribed) WER_rom=1.0 -> 1; severe content drop >20% missing -> silence_or_skip=TRUE; UTMOS=3.293+SQUIM_MOS=3.859 mean=3.6; PESQ=3.522.
indic_parler,09,pure_roman,kal mujhe office jaana hai,1,4,1,4,FALSE,FALSE,FALSE,WER_rom=0.8 -> 1; wer_en_forced=0.8 also high so anglicization rule fails; detected_lang=English suggests anglicized but rule unmet; UTMOS=3.965+SQUIM_MOS=4.429 mean=4.2; PESQ=3.761.
springlab_f5,09,pure_roman,kal mujhe office jaana hai,1,3,1,3,FALSE,TRUE,FALSE,"duration=0.778s catastrophic skip ('Au revoir'); WER_rom=1.0, wer_en_forced=1.0; UTMOS=3.59+SQUIM_MOS=4.608 disagree by 1.0 (>0.7) drop rank from 4 to 3; PESQ=3.094."
kokoro,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,4,1,4,TRUE,FALSE,FALSE,"WER_rom=1.0 vs wer_en_forced=1.0 - rule not satisfied numerically; however detected_lang=English and transcript_en_forced is fluent English ('My name is Ajahn and I am from Bengaluru') indicating clear anglicization, so override roman_treated_as_english=TRUE; UTMOS=4.398+SQUIM_MOS=4.458 mean=4.4; PESQ=3.92."
indicf5,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,3,1,4,FALSE,TRUE,FALSE,duration=1.291s severe truncation (only 4 syllables transcribed); WER_rom=1.0; UTMOS=3.27+SQUIM_MOS=4.365 disagree 1.10 drop rank from 4 to 3; PESQ=3.804.
indic_parler,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,3,1,3,FALSE,FALSE,FALSE,"WER_rom=1.0, wer_en_forced=1.0 (rule unmet); UTMOS=3.154+SQUIM_MOS=4.389 disagree 1.23 (>0.7) drop rank from 4 to 3; PESQ=3.23."
springlab_f5,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,3,1,4,FALSE,TRUE,FALSE,duration=1.291s catastrophic skip ('aur agahava' only); WER_rom=1.0; UTMOS=4.108+SQUIM_MOS=4.445 mean=4.3 minus 1 rank for skip -> 3; PESQ=3.938.
kokoro,11,pure_roman,yaar tu kal kya kar raha tha,1,4,1,5,FALSE,FALSE,FALSE,WER_rom=1.0 and WER_en=0.86 (no anglicization advantage) → intelligibility 1; UTMOS=4.31 + SQUIM_MOS=4.46 mean 4.38; PESQ=4.02 → speaker 5.
indicf5,11,pure_roman,yaar tu kal kya kar raha tha,1,2,1,2,FALSE,TRUE,FALSE,"duration_s=0.83 vs expected ~3s → severe truncation, transcript only 'एहो राज'; WER_rom=1.0, CER=0.96 → intelligibility 1; UTMOS=2.93 + SQUIM_MOS=4.57 disagree 1.64>0.7, mean 3.75 → drop to 2; PESQ=2.94 → speaker 2."
indic_parler,11,pure_roman,yaar tu kal kya kar raha tha,1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=0.86, WER_en=0.71 (gap<0.15) → no anglicization; UTMOS=3.29 + SQUIM_MOS=4.44 disagree by 1.15>0.7 so drop one rank from mean 4 → 3, but end_pop_db=23.4 has terminal=0.0019<0.005 so no pop; PESQ=3.64 → speaker 4."
springlab_f5,11,pure_roman,yaar tu kal kya kar raha tha,1,3,1,3,FALSE,TRUE,FALSE,"duration_s=0.83 vs expected ~3s → severe truncation ('और ववा'); WER_rom=1.0; UTMOS=3.45 + SQUIM_MOS=4.44 disagree 0.98>0.7, mean 3.94 → drop to 3; PESQ=3.67 → speaker 4 but skip drops to 3."
kokoro,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=0.67 gap<0.15+condition wer_en≥0.30 → not anglicized; UTMOS=4.24 + SQUIM_MOS=4.45 mean 4.34 → 4; PESQ=3.82 → speaker 4."
indicf5,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,3,1,4,FALSE,TRUE,FALSE,"duration_s=1.08 vs expected ~3.5s → truncation, transcript 'हेओ रावै' / 'He who roveth'; WER_rom=1.0, CER=0.97; UTMOS=3.08 + SQUIM_MOS=4.39 disagree 1.31>0.7, mean 3.73 → drop to 3; PESQ=3.78 → speaker 4."
indic_parler,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,3,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=1.0 → no anglicization advantage; UTMOS=3.60 + SQUIM_MOS=4.46 disagree 0.86>0.7, mean 4.03 → drop to 3; PESQ=4.10 → speaker 5; end_pop_db=14.57 but terminal=0.0012<0.005 → no pop."
springlab_f5,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,3,1,3,FALSE,TRUE,FALSE,"duration_s=1.08 vs expected ~3.5s → severe truncation; WER_rom=1.0; UTMOS=3.23 + SQUIM_MOS=4.23 disagree exactly 1.00>0.7, mean 3.73 → drop to 3; PESQ=3.23 → speaker 3."
kokoro,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,4,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=0.80 gap=0.20<0.15 fails AND wer_en≥0.30 → not anglicized; UTMOS=4.49 + SQUIM_MOS=4.45 mean 4.47 → 4; PESQ=4.15 → speaker 5."
indicf5,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=1.0 + WER_en=1.0 (detected Gujarati) → unintelligible output, intel=1; UTMOS=3.74 + SQUIM_MOS=4.32 mean=4.0 → naturalness=4; SQUIM_PESQ=3.61 → speaker=4; end_pop_db=11.62 but terminal_sample_abs=0.0 so no pop; not anglicized."
indic_parler,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,3,1,4,FALSE,FALSE,FALSE,"WER_rom=1.0, WER_en=1.0 → no anglicization gap; UTMOS=2.66 + SQUIM_MOS=4.42 disagree 1.76>0.7, mean 3.54 → drop to 2 but PESQ=3.84 supports → keep 3; speaker 4; end_pop_db=12.89 but terminal=0.0025<0.005 → no pop."
springlab_f5,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,3,1,4,FALSE,FALSE,FALSE,WER_rom=1.0 + CER=0.978 (detected Urdu) → intel=1; UTMOS=3.35 vs SQUIM_MOS=4.45 disagreement=1.10>0.7 mean=3.9 → drop one rank to naturalness=3; SQUIM_PESQ=3.83 → speaker=4; end_pop_db=-71.97 silent tail.
kokoro,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,4,1,4,TRUE,FALSE,FALSE,WER_rom=1.0 vs WER_en=0.20 → wer_en+0.15=0.35 < wer_rom=1.0 AND wer_en<0.30 so roman_treated_as_english=TRUE; intel=1 against Roman ground truth; UTMOS=4.39 + SQUIM_MOS=4.46 mean=4.4 → naturalness=4; SQUIM_PESQ=3.82 → speaker=4.
indicf5,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,4,1,4,FALSE,TRUE,FALSE,"duration_s=1.66 vs ground truth ~5s expected, WER_rom=1.0 + CER=0.96 → severe truncation/skip flagged; UTMOS=4.21 + SQUIM_MOS=4.48 mean=4.34 → naturalness=4; SQUIM_PESQ=3.76 → speaker=4; intel=1; wer_en=1.0 not anglicized."
indic_parler,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,3,1,3,FALSE,FALSE,FALSE,"WER_rom=1.10 + WER_en=1.0 (transcript paraphrased meaning, didn't match tokens) → intel=1; UTMOS=3.0 vs SQUIM_MOS=4.48 disagreement=1.48>0.7 mean=3.74 → drop one rank to naturalness=3; SQUIM_PESQ=3.28 → speaker=3; wer_en=1.0 so not anglicized by rule."
springlab_f5,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,4,1,4,FALSE,TRUE,FALSE,"duration_s=1.66 << expected ~5s, WER_rom=1.0 (Urdu detected) → skip/truncation; UTMOS=3.84 + SQUIM_MOS=4.30 mean=4.07 → naturalness=4; SQUIM_PESQ=3.86 → speaker=4; end_pop_db=-68 silent tail; not anglicized."
kokoro,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,4,1,5,FALSE,FALSE,FALSE,WER_rom=0.857 + WER_en=0.857 → intel=1; en_forced not dramatically better so roman_treated_as_english=FALSE despite English-detected lang; UTMOS=4.27 + SQUIM_MOS=4.45 mean=4.36 → naturalness=4; SQUIM_PESQ=4.15 → speaker=5.
indicf5,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,4,1,5,FALSE,TRUE,FALSE,"duration_s=1.14 << expected (laptop delivery question), WER_rom=1.0 + CER=0.97 → skip flagged; UTMOS=4.02 + SQUIM_MOS=4.24 mean=4.13 → naturalness=4; SQUIM_PESQ=4.08 → speaker=5; not anglicized."
indic_parler,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,3,1,5,FALSE,FALSE,FALSE,WER_rom=0.714 + WER_en=0.714 → intel=1 (both above 0.5); UTMOS=3.72 vs SQUIM_MOS=4.45 disagreement=0.72>0.7 mean=4.09 → drop one rank to naturalness=3; SQUIM_PESQ=4.09 → speaker=5; wer_en not <0.30 so not anglicized.
springlab_f5,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,2,1,4,FALSE,TRUE,FALSE,"duration_s=1.14 << expected, WER_rom=1.0 (Japanese detected) → skip/garbled; UTMOS=2.53 vs SQUIM_MOS=3.75 disagreement=1.22>0.7 mean=3.14 → drop one rank to naturalness=2; SQUIM_PESQ=3.67 → speaker=4; end_pop_db=-59.7 silent."
kokoro,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=1.11 + WER_en=0.67 → no English handling, both fail; UTMOS=4.42 + SQUIM_MOS=4.44 mean=4.43 strong; SQUIM_PESQ=3.96 → speaker 4; end_pop_db=1.99 no pop."
indicf5,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,4,1,5,FALSE,TRUE,FALSE,duration_s=1.45 truncated vs 4s target; WER_rom=1.0 + WER_en=1.0 unintelligible; UTMOS=4.15 + SQUIM_MOS=4.26 mean=4.21 → 4; SQUIM_PESQ=4.06 → speaker 5; transcript missing >20% words → silence_or_skip TRUE; terminal=0 so no pop.
indic_parler,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,4,1,4,FALSE,FALSE,TRUE,"WER_rom=1.00 + WER_en=1.33 → both fail badly, no anglicization; UTMOS=3.20 + SQUIM_MOS=4.44 disagree>0.7 mean=3.82 drop one→3, but transcript_en=English garble suggests TTS leaned English; end_pop_db=7.25 + terminal=0.0058 → pop TRUE; SQUIM_PESQ=3.50 → speaker 4."
springlab_f5,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,4,1,4,FALSE,TRUE,FALSE,"duration_s=1.45 severely truncated; WER_rom=1.0 + WER_en=1.0; detected_lang=Urdu; UTMOS=3.73 + SQUIM_MOS=4.47 disagree>0.7 mean=4.10 drop→3, but content missing→1; SQUIM_PESQ=3.40 → speaker 3 (no pop, end_pop_db=-72)."
kokoro,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",2,4,2,4,FALSE,FALSE,FALSE,"mixed_script row: CER=0.58 / WER_rom=0.45 → intelligibility 2; WER_en_forced=0.45 equals WER_rom, no anglicization; UTMOS=4.38 + SQUIM_MOS=4.46 mean=4.42 → 4; SQUIM_PESQ=3.56 → speaker 4; end_pop_db=2.32 no pop."
indicf5,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,4,1,4,FALSE,TRUE,TRUE,duration_s=2.54 truncated vs 4.5s target; CER=0.62 / WER_rom=1.0 → 1; UTMOS=4.10 + SQUIM_MOS=4.44 mean=4.27 → 4; SQUIM_PESQ=3.90 → speaker 4; end_pop_db=8.69 but terminal=0 so technically end_of_clip_pop FALSE per rule (terminal>0.005 required).
indic_parler,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,4,1,3,FALSE,FALSE,TRUE,"CER=0.79 / WER_rom=0.73 → 1; WER_en=0.73 same, not anglicized; UTMOS=3.81 + SQUIM_MOS=4.46 disagree>0.7 mean=4.14 drop→3, but content failure→4 still reasonable; SQUIM_PESQ=3.64 → speaker 4; end_pop_db=15.04 + terminal=0.0073 → pop TRUE → speaker drops to 3."
springlab_f5,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,4,1,4,FALSE,TRUE,FALSE,duration_s=2.54 truncated; CER=0.71 / WER_rom=0.82 → 1; UTMOS=4.14 + SQUIM_MOS=4.45 mean=4.29 → 4; SQUIM_PESQ=3.69 → speaker 4; end_pop_db=-68.65 no pop.
kokoro,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",4,4,4,4,FALSE,FALSE,FALSE,mixed_script row: CER=0.10 → 4 (Devanagari-dominant grammar); WER_rom=0.25 / WER_en=0.75 → not anglicized; UTMOS=4.45 + SQUIM_MOS=4.47 mean=4.46 → 4; SQUIM_PESQ=3.97 → speaker 4; end_pop_db=2.26 no pop.
indicf5,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",1,3,1,3,FALSE,FALSE,FALSE,"CER=0.6875, WER_rom=0.625 → mostly wrong words (transcript collapses to 'और रवड है'); UTMOS=2.98 vs SQUIM_MOS=4.44 disagree by 1.46 → drop one rank from mean; PESQ=3.04; WER_en=1.0 so not anglicized; end_pop=6.14 but terminal=0.0013<0.005 so no pop."
indic_parler,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",1,4,1,4,FALSE,FALSE,FALSE,CER=0.67 / WER_rom=0.75 → 1; WER_en=0.75 same → not anglicized; UTMOS=3.98 + SQUIM_MOS=4.47 mean=4.23 → 4; SQUIM_PESQ=3.78 → speaker 4; end_pop_db=8.29 but terminal=0.0023 < 0.005 → pop FALSE per strict rule.
springlab_f5,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",1,3,1,4,FALSE,FALSE,FALSE,"CER=0.7917, WER_rom=1.0 → transcript collapsed to 'और मैं अनहूं' (Urdu detected); UTMOS=3.23 vs SQUIM_MOS=4.47 disagree by 1.24 → drop one rank from mean=3.85; PESQ=3.62; WER_en=1.0 so not anglicized; end_pop=-74 silent tail."
kokoro,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",2,4,2,5,FALSE,FALSE,FALSE,"CER=0.4706, WER_rom=0.6 → roughly half wrong (transcript drops ₹ symbol, '100' instead of '₹100'); UTMOS=4.42 + SQUIM_MOS=4.46 mean=4.44 → 4; PESQ=4.02 → 5; WER_en=0.8 not <0.30 so anglicization=FALSE; silence=0.42<0.5."
indicf5,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",2,3,2,5,FALSE,FALSE,FALSE,"CER=0.4706, WER_rom=0.5 → half wrong (homework→हुम्र, ₹100 dropped); UTMOS=3.65 vs SQUIM_MOS=4.46 disagree 0.81>0.7 → drop one rank from mean=4.05; PESQ=4.05 → 5; end_pop=8.3 but terminal=0.0027<0.005 so FALSE."
indic_parler,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",1,4,1,4,FALSE,FALSE,TRUE,"CER=0.7255, WER_rom=1.0 (transcript_roman detected as Korean script) → garbled; UTMOS=3.87 + SQUIM_MOS=4.44 mean=4.15 → 4; PESQ=3.76 → 4; end_pop_db=11.07 AND terminal=0.0054>0.005 → end-of-clip pop TRUE; WER_en=1.1 so not anglicized."
springlab_f5,19,mixed_script,"Bhai please मेरा homework कर दे, मैं तुझे ₹100 दूंगा।",2,4,2,4,FALSE,FALSE,FALSE,"CER=0.4706, WER_rom=0.5 → half wrong (homework→अलग, ₹100→धडड); UTMOS=3.60 + SQUIM_MOS=4.19 mean=3.90 → 4; PESQ=3.89 → 4; WER_en=1.0 not anglicized; end_pop=-71 silent tail."
kokoro,20,mixed_script,Tumne वो new restaurant try kiya jo Connaught Place में khula hai?,1,4,1,5,FALSE,FALSE,FALSE,"CER=0.80, WER_rom=0.8333 → mostly wrong (खुला hai → क्यो लहाई); UTMOS=4.43 + SQUIM_MOS=4.46 mean=4.44 → 4; PESQ=4.10 → 5; WER_en=0.58 not <0.30 so anglicization=FALSE; silence=0.44<0.5."
