model,id,category,text,intelligibility_1to5,naturalness_1to5,code_switch_handling_1to5,speaker_quality_1to5,roman_treated_as_english,silence_or_skip,end_of_clip_pop,notes
kokoro,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",5,4,5,4,FALSE,FALSE,FALSE,CER=0.0 (perfect Devanagari transcript match) → intel 5; UTMOS=4.378 + SQUIM_MOS=4.446 (mean≈4.41) → naturalness 4; PESQ=3.806 → speaker 4; silence_mid=0.42 (<0.5) → no skip.
indicf5,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",5,4,5,5,FALSE,FALSE,FALSE,"CER=0.0 and WER_rom=0.0 → intel 5; UTMOS=3.828 + SQUIM_MOS=4.45 (diff=0.62<0.7, mean≈4.14) → naturalness 4; PESQ=4.213 (≥4.0) → speaker 5."
indic_parler,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",5,3,5,4,FALSE,FALSE,FALSE,CER=0.0 → intel 5; UTMOS=3.49 vs SQUIM_MOS=4.471 disagree by 0.98 (>0.7) → mean≈3.98 dropped 1 rank → naturalness 3; PESQ=3.766 → speaker 4; end_pop_db=11.4 but terminal=0.0017 (<0.005) → no pop.
springlab_f5,05,pure_devanagari,"जल्दी आओ यार, सब तेरा इंतज़ार कर रहे हैं।",5,3,5,4,FALSE,FALSE,FALSE,CER=0.0 → intel 5; UTMOS=2.969 vs SQUIM_MOS=4.439 disagree by 1.47 (>0.7) → mean≈3.70 dropped 1 rank → naturalness 3; PESQ=3.796 → speaker 4; SI-SDR=20.21 lower than other clips suggests vocoder noise.
kokoro,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,5,FALSE,FALSE,FALSE,"CER=0.0488 (≤0.05) + UTMOS=4.18 + SQUIM_MOS=4.42 → mean=4.30, no disagreement; PESQ=4.01 → 5; end_pop_db=2.39 (no pop)."
indicf5,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,4,FALSE,FALSE,FALSE,CER=0.0488 → 5; UTMOS=4.14 + SQUIM_MOS=4.47 mean=4.30 → 4; PESQ=3.79 → 4; end_pop_db=9.59 but terminal_sample_abs=0.0 (no pop).
indic_parler,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,4,FALSE,FALSE,FALSE,"CER=0.0488 (≤0.05) → 5; UTMOS=3.48 vs SQUIM_MOS=4.45 disagree by 0.97 (>0.7), mean=3.96 dropped 1 rank → 4; PESQ=3.90 → 4."
springlab_f5,06,pure_devanagari,"आज बहुत थक गया हूँ, बस सीधा सोना चाहता हूँ।",5,4,5,4,FALSE,FALSE,FALSE,"CER=0.0488 → 5; UTMOS=3.64 + SQUIM_MOS=4.33 disagree by 0.70 (boundary), mean=3.98 → 4; PESQ=3.94 → 4; end_pop_db=-68.92 (silent)."
kokoro,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,4,4,4,4,FALSE,FALSE,FALSE,"CER=0.2059 but loanword 'meeting' rendered in Latin (ASR artifact, not pronunciation error) → +1 to 4; UTMOS=4.33 + SQUIM_MOS=4.46 mean=4.39 → 4; PESQ=3.82 → 4."
indicf5,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,4,4,4,5,FALSE,FALSE,FALSE,"CER=0.2059 inflated by Latin 'meeting' loanword (ASR artifact), +1 → 4; UTMOS=3.99 + SQUIM_MOS=4.45 mean=4.22 → 4; PESQ=4.16 → 5."
indic_parler,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,3,4,3,4,FALSE,FALSE,TRUE,"CER=0.3824 with stutter 'तुझे तुझे' visible in transcript → 3; UTMOS=3.80 vs SQUIM_MOS=4.44 disagree=0.64, mean=4.12 → 4; PESQ=4.01 → 4 (no DC penalty, terminal=0.0043); end_pop_db=11.79 + terminal=0.0043 → marginal but flagged TRUE."
springlab_f5,07,pure_devanagari,तुझे पता है कल मीटिंग कितने बजे है?,4,4,4,5,FALSE,FALSE,FALSE,"CER=0.2059 inflated by 'meeting' loanword script artifact, +1 → 4; UTMOS=3.95 + SQUIM_MOS=4.45 mean=4.20 → 4; PESQ=4.21 → 5; end_pop_db=-68.67 (clean)."
kokoro,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",4,4,4,5,FALSE,FALSE,FALSE,"CER=0.2069 mostly from 'phone' rendered in Latin (ASR artifact on loanword), +1 → 4; UTMOS=4.40 + SQUIM_MOS=4.46 mean=4.43 → 4; PESQ=4.00 → 5."
indicf5,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",3,4,3,4,FALSE,FALSE,FALSE,"CER=0.2069 (mid-tier Devanagari, 'phone' kept English) → intel 3; UTMOS=4.254 + SQUIM_MOS=4.45 mean=4.35 → nat 4; PESQ=3.884 → SQ 4; end_pop_db=13.62 but terminal=0.0007 (<0.005) → no pop flag."
indic_parler,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",3,3,3,4,FALSE,FALSE,FALSE,"CER=0.3448 with 'यार' dropped from transcript (>20% words missing borderline) → 3; UTMOS=3.52 vs SQUIM_MOS=4.48 disagree=0.96 (>0.7), mean=4.00 dropped 1 rank → 3; PESQ=3.56 → 4; end_pop_db=7.46 but terminal=0.0001 < 0.005 → no pop."
springlab_f5,08,pure_devanagari,"अरे यार, मेरा फ़ोन कहाँ रखा था?!",3,4,3,3,FALSE,FALSE,FALSE,"CER=0.2069 → intel 3; UTMOS=3.985 + SQUIM_MOS=4.443 mean=4.21, disagreement=0.458<0.7 → nat 4; PESQ=3.429 → SQ 3; end_pop_db=-68.22 clean."
kokoro,09,pure_roman,kal mujhe office jaana hai,1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=0.8 (Roman row, transcript shows 'हाई' homograph error) → intel 1; UTMOS=4.401 + SQUIM_MOS=4.45 mean=4.43 → nat 4; PESQ=3.842 → SQ 4; wer_en_forced=1.0 (no anglicization signal) → FALSE."
indicf5,09,pure_roman,kal mujhe office jaana hai,1,4,1,4,FALSE,TRUE,FALSE,duration_s=0.779 truncated (transcript_roman='रेणाई' covers <20% of expected words) → silence_or_skip TRUE; WER_rom=1.0 → intel 1; UTMOS=3.293 + SQUIM_MOS=3.859 mean=3.58 → nat 4; PESQ=3.522 → SQ 4.
indic_parler,09,pure_roman,kal mujhe office jaana hai,1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=0.8 → intel 1; UTMOS=3.965 + SQUIM_MOS=4.429 mean=4.20, disagreement=0.464<0.7 → nat 4; PESQ=3.761 → SQ 4; wer_en_forced=0.8 not <0.30 → FALSE; end_pop=11.51 but terminal=0.0007<0.005 → no pop."
springlab_f5,09,pure_roman,kal mujhe office jaana hai,1,3,1,3,FALSE,TRUE,FALSE,duration_s=0.778 truncated (transcript 'अब आ' missing >20% words) → silence_or_skip TRUE; WER_rom=1.0 → intel 1; UTMOS=3.59 vs SQUIM_MOS=4.608 disagreement=1.018>0.7 → drop nat to 3; PESQ=3.094 → SQ 3.
kokoro,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,4,1,4,FALSE,FALSE,FALSE,WER_rom=1.0 ('hai' rendered as 'हाय' / Bengaluru muddled) → intel 1; UTMOS=4.398 + SQUIM_MOS=4.458 mean=4.43 → nat 4; PESQ=3.92 → SQ 4; wer_en_forced=0.8889 (not <0.30) → FALSE.
indicf5,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,3,1,4,FALSE,TRUE,FALSE,duration_s=1.291 truncated (transcript 'और वन मुड़ हो' missing most words) → silence_or_skip TRUE; WER_rom=1.0 → intel 1; UTMOS=3.27 vs SQUIM_MOS=4.365 disagreement=1.095>0.7 → drop nat to 3; PESQ=3.804 → SQ 4.
indic_parler,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,3,1,3,FALSE,FALSE,FALSE,WER_rom=0.8889 → intel 1; UTMOS=3.154 vs SQUIM_MOS=4.389 disagreement=1.235>0.7 → drop nat to 3; PESQ=3.23 → SQ 3; terminal=0.0077<0.05 no DC penalty; wer_en_forced=1.0 → FALSE.
springlab_f5,10,pure_roman,mera naam Arjun hai aur mai Bengaluru se hu,1,4,1,4,FALSE,TRUE,FALSE,"duration_s=1.291 truncated (transcript 'और आ गय हवा' missing most words) → silence_or_skip TRUE; WER_rom=1.0 → intel 1; UTMOS=4.108 + SQUIM_MOS=4.445 mean=4.28, disagreement=0.337<0.7 → nat 4; PESQ=3.938 → SQ 4."
kokoro,11,pure_roman,yaar tu kal kya kar raha tha,1,4,1,5,FALSE,FALSE,FALSE,WER_rom=1.0 (transcript 'या तू कल काय का रहस्य' diverges) → intel=1; UTMOS=4.308 + SQUIM_MOS=4.459 mean~4.38 → nat=4; PESQ=4.016 → spkr=5; wer_en_forced=0.857 (not <0.30) → roman_treated_as_english=FALSE; end_pop_db=-8.69 → no pop.
indicf5,11,pure_roman,yaar tu kal kya kar raha tha,1,2,1,2,FALSE,TRUE,FALSE,duration_s=0.832 with truncated transcript 'यह हो रहा' → silence_or_skip=TRUE; WER_rom=1.0 → intel=1; UTMOS=2.931 vs SQUIM_MOS=4.572 disagree>0.7 (drop 1) plus skip (drop 1) → nat=2; PESQ=2.937 → spkr=2; end_pop_db=10.97 but terminal=0.0029 (<0.005) → no pop.
indic_parler,11,pure_roman,yaar tu kal kya kar raha tha,1,3,1,4,FALSE,FALSE,FALSE,WER_rom=1.0 → intel=1; UTMOS=3.287 vs SQUIM_MOS=4.439 disagree >0.7 → drop 1 from mean=3.86 → nat=3; PESQ=3.636 → spkr=4; wer_en_forced=1.0 → FALSE; end_pop_db=23.4 but terminal_sample_abs=0.0019 (<0.005) → end_pop=FALSE.
springlab_f5,11,pure_roman,yaar tu kal kya kar raha tha,1,2,1,4,FALSE,TRUE,FALSE,duration_s=0.832 with transcript 'और वाह वाह' (totally off) → silence_or_skip=TRUE; WER_rom=1.0 → intel=1; UTMOS=3.452 vs SQUIM_MOS=4.435 disagree>0.7 (drop 1 from mean~3.94) plus skip drop → nat=2; PESQ=3.672 → spkr=4; end_pop_db=-70.65 → no pop.
kokoro,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,4,1,4,FALSE,FALSE,FALSE,WER_rom=1.111 (transcript 'गाय तू बाई आज बाती में आ रहा है हाय' wrong) → intel=1; UTMOS=4.235 + SQUIM_MOS=4.449 mean=4.34 → nat=4; PESQ=3.823 → spkr=4; wer_en_forced=1.0 → FALSE; end_pop_db=1.91 → no pop.
indicf5,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,2,1,4,FALSE,TRUE,FALSE,duration_s=1.077 with truncated 'Hey oh रावय' for an 8-word target → silence_or_skip=TRUE; WER_rom=1.0 → intel=1; UTMOS=3.075 vs SQUIM_MOS=4.387 disagree>0.7 (drop 1) plus skip (drop 1) → nat=2; PESQ=3.778 → spkr=4; end_pop_db=9.36 but terminal=0.0003 (<0.005) → no pop.
indic_parler,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,3,1,5,FALSE,FALSE,FALSE,WER_rom=1.111 → intel=1; UTMOS=3.598 vs SQUIM_MOS=4.462 disagree>0.7 → drop 1 from mean~4.03 → nat=3; PESQ=4.1 → spkr=5; wer_en_forced=1.0 → FALSE; end_pop_db=14.57 but terminal=0.0012 (<0.005) → end_pop=FALSE.
springlab_f5,12,pure_roman,kya tu bhi aaj party me aa raha hai?,1,2,1,3,FALSE,TRUE,FALSE,duration_s=1.077 with transcript 'और' (single word for 8-word target) → silence_or_skip=TRUE; WER_rom=1.0 → intel=1; UTMOS=3.225 vs SQUIM_MOS=4.225 disagree=1.0>0.7 (drop 1) plus skip (drop 1) → nat=2; PESQ=3.234 → spkr=3; end_pop_db=-70.09 → no pop.
kokoro,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,4,1,5,FALSE,FALSE,FALSE,"WER_rom=0.8 (transcript 'एब यहाँ जल्दी reply का, मैं wait का राहूँ' partly there but >0.5) → intel=1; UTMOS=4.485 + SQUIM_MOS=4.447 mean=4.47 → nat=4; PESQ=4.15 → spkr=5; wer_en_forced=0.9 not <0.30 → FALSE; end_pop_db=2.37 → no pop."
indicf5,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,4,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0 with duration_s=1.387 (very short, transcript 'Ehi, rehui.' missing >20% words) → silence_or_skip TRUE; UTMOS=3.735 + SQUIM_MOS=4.317 mean≈4.0; SQUIM_PESQ=3.607 → speaker 4; wer_en_forced=1.0 so not anglicized; end_pop_db=11.62 but terminal_sample_abs=0.0 → no pop."
indic_parler,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,3,1,4,FALSE,FALSE,FALSE,"WER_rom=1.0 (transcript 'ABR Jaudi replied her, my weak arrowha' garbled) → intel=1; UTMOS=2.662 vs SQUIM_MOS=4.418 disagree>0.7 → drop 1 from mean~3.54 → nat=3; PESQ=3.841 → spkr=4; wer_en_forced=1.0 → FALSE; end_pop_db=12.89 but terminal=0.0025 (<0.005) → end_pop=FALSE."
springlab_f5,13,pure_roman,"abe yaar jaldi reply kar, mai wait kar raha hu",1,3,1,4,FALSE,TRUE,FALSE,WER_rom=1.0 with duration_s=1.387 → very short and transcript 'Aहर वगैरह.' covers <20% expected words → skip TRUE; UTMOS=3.349 + SQUIM_MOS=4.448 disagree by 1.1 (>0.7) → drop one rank from mean≈3.9 to 3; SQUIM_PESQ=3.834 → 4; end_pop_db=-71.97 → no pop.
kokoro,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,4,1,4,FALSE,FALSE,FALSE,WER_rom=0.8 → intelligibility 1; wer_en_forced=0.6 not <0.30 so anglicization FALSE despite gap; UTMOS=4.39 + SQUIM_MOS=4.463 mean≈4.4 → 4; SQUIM_PESQ=3.817 → 4; silence_mid_clip_s=0.46 < 0.5; end_pop_db=2.53 → no pop.
indicf5,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,4,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0 with duration_s=1.664 (way too short for the long sentence) → skip TRUE; transcript 'Hello us, has a बेурет.' missing most expected words; UTMOS=4.206 + SQUIM_MOS=4.481 mean≈4.3 → 4; SQUIM_PESQ=3.761 → 4; end_pop_db=8.81 but terminal=0.0004<0.005 → no pop."
indic_parler,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,3,1,3,FALSE,FALSE,FALSE,WER_rom=0.9 → 1; UTMOS=3.0 vs SQUIM_MOS=4.476 disagree by 1.48 (>0.7) → drop rank from mean≈3.7 to 3; SQUIM_PESQ=3.276 falls in 3.0-3.5 bucket → 3; end_pop_db=9.77 but terminal_sample_abs=0.0023<0.005 → no pop.
springlab_f5,14,pure_roman,"kal raat ka movie tha bohot bakwaas, paisa bilkul waste",1,4,1,4,FALSE,TRUE,FALSE,WER_rom=1.0 with duration_s=1.664 (too short) and transcript 'और अगर यह होगा.' missing >20% expected words → skip TRUE; UTMOS=3.842 + SQUIM_MOS=4.297 mean≈4.07 → 4; SQUIM_PESQ=3.857 → 4; end_pop_db=-68.15 → no pop.
kokoro,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,4,1,5,FALSE,FALSE,FALSE,WER_rom=0.7143 → 1 (mostly correct content but bhai→by); wer_en_forced=1.0 so not anglicized; UTMOS=4.268 + SQUIM_MOS=4.448 mean≈4.36 → 4; SQUIM_PESQ=4.153 ≥4.0 → 5; silence_mid_clip_s=0.42<0.5; end_pop_db=2.16 → no pop.
indicf5,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,4,1,5,FALSE,TRUE,FALSE,WER_rom=1.0 with duration_s=1.141 (way too short) → skip TRUE; transcript 'चाहे व्र हंगर आए.' missing all expected words; UTMOS=4.02 + SQUIM_MOS=4.238 mean≈4.13 → 4; SQUIM_PESQ=4.079 ≥4.0 → 5; end_pop_db=8.05 but terminal=0.0016<0.005 → no pop.
indic_parler,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,3,1,5,FALSE,FALSE,FALSE,"WER_rom=1.0 → 1; wer_en_forced=0.8571 not <0.30 so anglicization FALSE; UTMOS=3.724 + SQUIM_MOS=4.448 disagree by 0.72 (>0.7) → mean≈4.09 rounds to 4, drop one rank → 3; SQUIM_PESQ=4.087≥4.0 → 5; end_pop_db=-0.46 → no pop."
springlab_f5,15,pure_roman,tera laptop kab tak deliver hoga bhai?,1,2,1,4,FALSE,TRUE,FALSE,"WER_rom=1.0 with duration_s=1.141 (too short) and transcript 'Oha, hagá.' missing all expected words → skip TRUE → drop one rank; UTMOS=2.527 + SQUIM_MOS=3.746 disagree by 1.22 (>0.7) → drop rank from mean≈3.14 to 2 (also skip drop applies); SQUIM_PESQ=3.671 → 4; end_pop_db=-59.69 → no pop."
kokoro,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,4,1,4,FALSE,FALSE,FALSE,"WER_rom=0.89 (pure_roman) → intelligibility=1; mean(UTMOS=4.42, SQUIM_MOS=4.44)=4.43 → naturalness=4; SQUIM_PESQ=3.96 → speaker=4; wer_en_forced=1.0 (not <0.30) so not anglicized; end_pop_db=1.99 no pop."
indicf5,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,4,1,5,FALSE,TRUE,FALSE,"duration_s=1.45 very short, transcript_roman='और यह era चेह' missing >20% words → silence_or_skip TRUE; WER_rom=1.0 → intelligibility=1; mean(UTMOS=4.15, SQUIM_MOS=4.26)=4.20 → naturalness=4; SQUIM_PESQ=4.06 → speaker=5; terminal=0.0 so end-pop FALSE despite end_pop_db=10.51."
indic_parler,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,3,1,4,FALSE,FALSE,TRUE,"WER_rom=0.78 (pure_roman) → intelligibility=1; UTMOS=3.20 vs SQUIM_MOS=4.44 disagree>0.7 → naturalness mean=3.82 dropped to 3; SQUIM_PESQ=3.50 → speaker=4; end_pop_db=7.25 + terminal=0.0058 → end pop TRUE; wer_en_forced=1.11, not anglicized."
springlab_f5,16,pure_roman,"yaar tu bohot lucky hai, mujhe nahi mila ticket!",1,3,1,3,FALSE,TRUE,FALSE,"duration_s=1.45 very short, transcript_roman='और अवध हुआ' clearly truncated → silence_or_skip TRUE; WER_rom=1.0 → intelligibility=1; UTMOS=3.73 vs SQUIM_MOS=4.47 disagree>0.7 → naturalness mean=4.10 dropped to 3; SQUIM_PESQ=3.40 → speaker=3; end_pop_db=-72 no pop."
kokoro,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",2,4,5,4,FALSE,FALSE,FALSE,"Mixed_script: WER_rom=0.45 (CER=1.0 since transcript_hi empty) → intelligibility=2; mean(UTMOS=4.38, SQUIM_MOS=4.46)=4.42 → naturalness=4; SQUIM_PESQ=3.56 → speaker=4; vs kokoro pure_roman WER=0.89, this is much better → code_switch=5; wer_en=0.36 vs wer_rom=0.45 (gap<0.15) → not anglicized."
indicf5,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,4,1,4,FALSE,TRUE,FALSE,"duration_s=2.54 short for an 11-word sentence, transcript truncated to 'Office जाना है, आए traffic आने' (>20% missing) → silence_or_skip TRUE; WER_rom=0.91, CER=0.77 → intelligibility=1; mean(UTMOS=4.10, SQUIM_MOS=4.44)=4.27 → naturalness=4; SQUIM_PESQ=3.90 → speaker=4; comparable to pure baseline WER=1.0 → code_switch=1."
indic_parler,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,3,4,4,FALSE,FALSE,TRUE,Mixed_script: CER=0.65 + WER_rom=0.55 → intelligibility=1; UTMOS=3.81 vs SQUIM_MOS=4.46 disagree>0.7 → naturalness mean=4.14 dropped to 3; SQUIM_PESQ=3.64 → speaker=4; end_pop_db=15.04 + terminal=0.0073 → pop TRUE; wer_en=0.55=wer_rom not anglicized; slight improvement vs pure_roman 0.78 → code_switch=4.
springlab_f5,17,mixed_script,"Kal mujhe ऑफिस जाना hai, but ट्राफिक will be an issue.",1,4,1,4,FALSE,TRUE,FALSE,"duration_s=2.54 short, transcript_roman='जाना, और traffic अहोर होगा' missing 'kal mujhe office' etc. → skip TRUE; WER_rom=0.91, CER=0.81 → intelligibility=1; mean(UTMOS=4.14, SQUIM_MOS=4.45)=4.29 → naturalness=4; SQUIM_PESQ=3.69 → speaker=4; end_pop_db=-68.65 no pop."
kokoro,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",4,4,5,4,FALSE,FALSE,FALSE,"Mixed_script Devanagari-dominant: CER=0.083 → intelligibility=4 (clean Devanagari rendering of 'मेरा...nervous हूं'); mean(UTMOS=4.45, SQUIM_MOS=4.47)=4.46 → naturalness=4; SQUIM_PESQ=3.97 → speaker=4; far better than kokoro pure_roman 0.89 → code_switch=5; wer_en=0.625 worse than wer_rom=0.25 → not anglicized."
indicf5,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",1,3,1,3,FALSE,TRUE,FALSE,"CER=0.6875, WER_rom=0.625 -> mostly wrong words; UTMOS=2.982 vs SQUIM_MOS=4.442 disagree>0.7 so mean~3.7 drop to 3; PESQ=3.043 -> 3; transcript missing 'presentation', 'tomorrow', 'nervous' (>20% words) so silence_or_skip=TRUE; wer_en_forced=1.0 -> not anglicized."
indic_parler,18,mixed_script,"Mera presentation tomorrow है, और मैं nervous हूं।",4,4,5,4,FALSE,FALSE,FALSE,"Mixed_script: CER=0.10 → intelligibility=4; mean(UTMOS=3.98, SQUIM_MOS=4.47)=4.23 (disagree<0.7) → naturalness=4; SQUIM_PESQ=3.78 → speaker=4; end_pop_db=8.29 but terminal=0.0023 (<0.005) → no pop; far better than pure_roman 0.78 → code_switch=5; wer_en=0.75>wer_rom=0.625 → not anglicized."
